Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2024/6/1 0:00,22.6,54,14.3,90,12.7,14.3,0.3,0.5,73,1001.1,1001.1,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 0:04,22.6,55,14.2,91,12.8,14.2,0.3,0.5,84,1001.1,1001.1,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 0:19,22.6,55,14.0,92,12.8,14.0,0.3,1.0,85,1001.2,1001.2,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 0:34,22.6,55,13.9,93,12.8,13.9,0.3,1.0,117,1001.4,1001.4,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 0:49,22.6,56,13.8,94,12.8,13.8,0.5,1.0,91,1001.5,1001.5,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 1:04,22.5,56,13.7,94,12.7,13.7,0.7,1.0,26,1001.5,1001.5,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 1:19,22.5,56,13.8,94,12.8,13.8,0.9,1.5,231,1001.6,1001.6,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 1:34,22.4,56,13.9,94,12.9,13.9,0.4,0.5,45,1001.5,1001.5,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 1:49,22.4,56,14.2,93,13.1,14.2,1.1,2.0,3,1001.5,1001.5,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 2:04,22.4,56,14.1,93,13.0,14.1,0.3,0.5,49,1001.6,1001.6,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 2:19,22.4,56,14.1,93,13.0,14.1,0.1,0.5,69,1001.5,1001.5,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 2:34,22.3,56,14.1,94,13.1,14.1,0.6,1.0,2,1001.4,1001.4,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 2:49,22.3,56,14.1,93,13.0,14.1,0.0,0.0,17,1001.3,1001.3,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 3:04,22.3,56,14.2,93,13.1,14.2,0.3,0.5,3,1001.5,1001.5,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 3:19,22.2,56,14.1,93,13.0,14.1,1.0,1.5,52,1001.5,1001.5,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 3:34,22.2,56,14.1,93,13.0,14.1,0.3,0.5,27,1001.4,1001.4,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 3:49,22.2,56,14.0,94,13.0,14.0,0.4,1.0,86,1001.5,1001.5,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 4:04,22.2,56,13.9,94,12.9,13.9,0.5,0.5,30,1001.6,1001.6,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 4:19,22.1,56,13.8,95,13.0,13.8,1.0,1.5,133,1001.6,1001.6,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 4:34,22.1,56,13.7,95,12.9,13.7,0.5,1.0,9,1001.3,1001.3,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 4:49,22.1,56,13.7,96,13.1,13.7,1.0,1.0,122,1001.6,1001.6,0.0,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 5:04,22.1,56,13.5,96,12.9,13.5,1.1,1.5,164,1001.3,1001.3,0.1,0,0.0,0.0,0.0,23.9,0.0,446.6,--
2024/6/1 5:19,22.0,56,13.6,96,13.0,13.6,0.1,0.5,53,1001.4,1001.4,0.3,0,0.0,0.0,0.0,23.9,0.0,446.6,--
