Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2025/7/1 0:00,25.8,60,21.2,77,17.0,21.2,0.0,0.0,350,1005.3,1005.3,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 0:09,25.8,60,20.8,80,17.2,20.8,0.0,0.0,350,1005.3,1005.3,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 0:24,25.7,60,22.0,76,17.6,22.0,0.0,0.0,7,1005.6,1005.6,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 0:39,25.7,59,21.1,78,17.1,21.1,0.0,0.0,358,1005.4,1005.4,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 0:54,25.7,59,21.1,79,17.3,21.1,0.0,0.0,358,1005.7,1005.7,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 1:09,25.6,59,20.0,84,17.2,20.0,0.0,0.0,358,1005.6,1005.6,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 1:24,25.6,59,20.2,80,16.7,20.2,0.0,0.0,358,1005.9,1005.9,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 1:39,25.6,59,20.9,74,16.1,20.9,0.0,0.0,358,1005.7,1005.7,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 1:54,25.6,59,20.7,75,16.1,20.7,0.0,0.0,357,1005.7,1005.7,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
2025/7/1 2:09,25.5,58,20.1,76,15.7,20.1,0.0,0.0,357,1005.5,1005.5,0.0,0,0.0,0.0,0.0,0.0,0.0,282.2,--
