Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2024/8/1 0:00,24.6,65,18.6,97,18.2,18.6,0.0,0.0,335,1001.6,1001.6,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 0:14,24.6,65,18.6,97,18.2,18.6,0.0,0.0,335,1001.3,1001.3,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 0:29,24.6,65,18.2,97,17.8,18.2,0.0,0.0,335,1001.3,1001.3,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 0:44,24.5,65,18.8,97,18.4,18.8,0.0,0.0,335,1001.2,1001.2,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 0:59,24.5,65,18.2,97,17.8,18.2,0.0,0.0,335,1001.2,1001.2,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 1:14,24.5,65,18.1,98,17.8,18.1,0.0,0.0,335,1000.8,1000.8,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 1:29,24.4,65,18.0,98,17.7,18.0,0.1,0.5,310,1001.1,1001.1,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 1:44,24.4,65,18.7,98,18.4,18.7,0.0,0.0,295,1000.8,1000.8,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 1:59,24.4,65,18.2,98,17.9,18.2,0.0,0.0,289,1000.4,1000.4,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 2:14,24.4,65,18.2,99,18.0,18.2,0.2,0.5,283,1000.8,1000.8,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 2:29,24.4,65,18.4,98,18.1,18.4,0.0,0.0,241,1000.5,1000.5,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 2:44,24.3,65,18.4,98,18.1,18.4,0.1,0.5,241,1000.4,1000.4,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 2:59,24.3,65,17.7,98,17.4,17.7,0.0,0.0,241,1000.2,1000.2,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 3:14,24.3,64,18.2,98,17.9,18.2,0.5,0.5,248,1000.1,1000.1,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 3:29,24.3,64,17.8,97,17.4,17.8,0.0,0.0,248,1000.2,1000.2,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 3:44,24.3,64,18.1,98,17.8,18.1,0.0,0.0,132,1000.3,1000.3,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 3:59,24.2,64,17.9,98,17.6,17.9,0.0,0.0,258,1000.3,1000.3,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 4:14,24.2,64,17.6,98,17.3,17.6,0.0,0.0,258,1000.2,1000.2,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 4:29,24.2,64,17.7,98,17.4,17.7,0.0,0.0,258,1000.0,1000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 4:44,24.2,64,16.9,98,16.6,16.9,0.0,0.0,258,999.9,999.9,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 4:59,24.2,64,16.7,99,16.5,16.7,0.0,0.0,258,999.9,999.9,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 5:14,24.1,64,17.0,99,16.8,17.0,0.0,0.0,258,999.7,999.7,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 5:29,24.1,64,17.0,99,16.8,17.0,0.0,0.0,258,999.6,999.6,0.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 5:44,24.1,64,16.9,99,16.7,16.9,0.0,0.0,258,999.7,999.7,0.5,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 5:59,24.1,64,16.9,99,16.7,16.9,0.0,0.0,258,999.4,999.4,3.1,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 6:14,24.1,64,16.9,99,16.7,16.9,0.0,0.0,258,999.3,999.3,10.0,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 6:29,24.1,64,17.1,99,16.9,17.1,0.0,0.0,258,999.3,999.3,22.7,0,0.0,0.0,0.0,0.0,0.0,597.4,--
2024/8/1 6:44,24.1,64,17.5,99,17.3,17.5,0.0,0.0,258,999.3,999.3,42.7,0,0.0,0.0,0.0,0.0,0.0,597.4,--
