Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2023/9/1 0:00,22.4,57,14.3,83,11.5,14.3,0.1,0.5,0,1000.5,1000.5,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 0:04,22.4,57,14.3,83,11.5,14.3,0.1,0.5,333,1000.5,1000.5,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 0:19,22.3,57,14.5,83,11.6,14.5,0.4,0.5,323,1000.4,1000.4,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 0:34,22.3,57,14.5,84,11.8,14.5,0.2,0.5,314,1000.6,1000.6,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 0:49,22.3,57,14.5,85,12.0,14.5,0.0,0.0,335,1000.7,1000.7,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 1:04,22.3,57,14.6,86,12.3,14.6,0.4,0.5,92,1000.6,1000.6,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 1:19,22.3,57,14.6,86,12.3,14.6,0.0,0.0,40,1000.5,1000.5,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 1:34,22.2,57,14.6,86,12.3,14.6,0.0,0.0,13,1000.4,1000.4,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 1:49,22.2,57,14.5,87,12.4,14.5,0.0,0.0,9,1000.3,1000.3,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 2:04,22.2,57,14.4,88,12.4,14.4,0.0,0.0,1,1000.2,1000.2,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 2:19,22.2,57,14.3,88,12.3,14.3,0.0,0.0,359,1000.3,1000.3,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 2:34,22.1,57,14.4,88,12.4,14.4,0.0,0.0,351,1000.2,1000.2,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
2023/9/1 2:49,22.1,57,14.4,88,12.4,14.4,0.0,0.0,328,999.9,999.9,0.0,0,0.0,0.0,0.0,10.7,0.0,444.8,--
