Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2024/9/1 0:00,24.9,60,20.1,88,18.0,20.1,0.0,0.0,352,1006.6,1006.6,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 0:13,24.9,60,19.9,88,17.8,19.9,0.0,0.0,353,1006.4,1006.4,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 0:28,24.9,60,19.8,88,17.7,19.8,0.0,0.0,353,1006.4,1006.4,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 0:43,24.8,60,19.2,90,17.5,19.2,0.0,0.0,353,1006.3,1006.3,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 0:58,24.8,60,18.9,91,17.4,18.9,0.0,0.0,353,1006.3,1006.3,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 1:13,24.8,60,18.7,92,17.4,18.7,0.0,0.0,353,1006.2,1006.2,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 1:28,24.8,60,18.2,92,16.9,18.2,0.0,0.0,352,1006.3,1006.3,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 1:43,24.8,60,18.2,93,17.0,18.2,0.0,0.0,352,1006.1,1006.1,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 1:58,24.8,60,17.7,94,16.6,17.7,0.0,0.0,353,1006.0,1006.0,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 2:13,24.7,60,17.6,94,16.5,17.6,0.0,0.0,353,1006.0,1006.0,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 2:28,24.7,60,17.4,95,16.6,17.4,0.0,0.0,353,1005.8,1005.8,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 2:43,24.7,60,17.4,94,16.3,17.4,0.0,0.0,352,1005.7,1005.7,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 2:58,24.7,60,17.3,94,16.2,17.3,0.0,0.0,353,1005.6,1005.6,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 3:13,24.6,60,17.5,94,16.4,17.5,0.0,0.0,353,1005.5,1005.5,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 3:28,24.6,60,17.3,94,16.2,17.3,0.0,0.0,353,1005.5,1005.5,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 3:43,24.6,60,17.1,94,16.0,17.1,0.0,0.0,353,1005.4,1005.4,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 3:58,24.6,60,17.3,95,16.5,17.3,0.0,0.0,353,1005.4,1005.4,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 4:13,24.5,60,16.9,95,16.1,16.9,0.0,0.0,353,1005.5,1005.5,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 4:28,24.5,60,16.9,95,16.1,16.9,0.0,0.0,353,1005.1,1005.1,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 4:43,24.5,60,16.8,95,16.0,16.8,0.0,0.0,353,1005.2,1005.2,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 4:58,24.5,60,16.5,95,15.7,16.5,0.0,0.0,352,1005.3,1005.3,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 5:13,24.5,60,16.4,96,15.8,16.4,0.0,0.0,352,1005.2,1005.2,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 5:28,24.5,60,16.4,96,15.8,16.4,0.0,0.0,352,1005.1,1005.1,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 5:43,24.4,60,16.3,96,15.7,16.3,0.0,0.0,352,1004.7,1004.7,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 5:58,24.4,60,16.4,97,16.0,16.4,0.0,0.0,352,1004.7,1004.7,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 6:13,24.4,60,16.1,96,15.5,16.1,0.0,0.0,352,1004.6,1004.6,0.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 6:28,24.4,60,16.1,97,15.7,16.1,0.0,0.0,352,1004.5,1004.5,0.2,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 6:43,24.3,60,16.2,97,15.8,16.2,0.0,0.0,352,1004.5,1004.5,1.8,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 6:58,24.3,60,16.1,97,15.7,16.1,0.0,0.0,352,1004.4,1004.4,6.1,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 7:13,24.3,60,16.2,97,15.8,16.2,0.0,0.0,352,1004.5,1004.5,13.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 7:28,24.2,60,16.5,97,16.1,16.5,0.0,0.0,352,1004.3,1004.3,23.3,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 7:43,24.0,60,17.1,96,16.5,17.1,0.0,0.0,351,1004.2,1004.2,30.3,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 7:58,24.0,61,17.7,95,16.9,17.7,0.0,0.0,351,1004.2,1004.2,37.5,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 8:13,24.0,61,18.6,90,16.9,18.6,0.0,0.0,352,1004.3,1004.3,48.6,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 8:28,23.9,61,19.1,88,17.0,19.1,0.0,0.0,26,1004.5,1004.5,57.9,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 8:43,23.8,62,19.4,87,17.2,19.4,0.0,0.0,3,1004.4,1004.4,76.0,0,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 8:58,23.8,62,19.5,87,17.3,19.5,0.0,0.0,3,1004.3,1004.3,103.5,1,0.0,0.0,0.0,3.6,0.0,659.1,--
2024/9/1 9:13,23.9,62,20.2,84,17.4,20.2,0.0,0.0,355,1004.2,1004.2,173.7,1,0.0,0.0,0.0,3.6,0.0,659.1,--
