Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2024/4/1 0:00,21.5,44,10.8,82,7.9,10.8,0.4,0.5,285,982.9,982.9,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 0:13,21.5,44,10.5,82,7.6,10.5,0.5,0.5,277,982.6,982.6,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 0:28,21.5,44,10.7,81,7.6,10.7,1.2,1.5,195,982.9,982.9,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 0:43,21.4,44,11.0,80,7.7,11.0,1.5,1.5,250,982.6,982.6,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 0:58,21.4,44,10.9,81,7.8,10.9,0.4,0.5,232,982.6,982.6,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 1:13,21.3,44,10.5,83,7.7,10.5,0.6,1.0,237,982.8,982.8,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 1:28,21.3,44,10.3,84,7.7,10.3,0.1,0.5,251,982.8,982.8,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 1:43,21.3,45,10.4,83,7.6,10.4,0.8,1.0,249,983.0,983.0,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 1:58,21.3,45,10.3,84,7.7,10.3,0.4,0.5,281,982.8,982.8,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 2:13,21.3,45,10.2,84,7.6,10.2,0.2,0.5,297,982.4,982.4,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 2:28,21.2,45,9.5,87,7.4,9.5,0.0,0.0,298,982.3,982.3,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 2:43,21.2,45,9.8,86,7.6,9.8,0.3,0.5,315,982.0,982.0,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 2:58,21.2,45,9.4,88,7.5,9.4,0.0,0.0,328,982.1,982.1,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 3:13,21.1,45,9.3,88,7.4,9.3,0.0,0.0,328,981.9,981.9,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 3:28,21.1,46,9.4,87,7.3,9.4,0.3,0.5,342,981.8,981.8,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 3:43,21.1,46,9.5,86,7.3,9.5,0.0,0.0,343,981.8,981.8,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 3:58,21.0,45,9.3,88,7.4,9.3,0.0,0.0,343,981.3,981.3,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 4:13,21.0,46,9.1,89,7.3,9.1,0.0,0.0,343,981.4,981.4,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 4:28,21.0,46,9.1,89,7.3,9.1,0.0,0.0,343,981.2,981.2,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 4:43,21.0,46,8.9,90,7.3,8.9,0.0,0.0,343,981.1,981.1,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 4:58,20.9,46,8.8,90,7.2,8.8,0.0,0.0,343,980.8,980.8,0.0,0,0.0,1.8,0.0,0.0,0.0,201.9,--
2024/4/1 5:13,20.9,46,8.7,90,7.1,8.7,0.0,0.0,343,980.9,980.9,0.0,0,0.0,0.0,0.0,0.0,0.0,201.9,--
2024/4/1 5:28,20.9,46,8.5,91,7.2,8.5,0.0,0.0,343,980.5,980.5,0.0,0,0.0,0.0,0.0,0.0,0.0,201.9,--
2024/4/1 5:43,20.8,46,8.5,91,7.2,8.5,0.0,0.0,343,980.6,980.6,0.0,0,0.0,0.0,0.0,0.0,0.0,201.9,--
2024/4/1 5:58,20.8,46,9.5,86,7.3,9.5,0.2,0.5,313,980.8,980.8,0.0,0,0.0,0.0,0.0,0.0,0.0,201.9,--
2024/4/1 6:13,20.8,46,9.5,86,7.3,9.5,0.5,0.5,265,980.9,980.9,0.0,0,0.0,0.0,0.0,0.0,0.0,201.9,--
