Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2024/7/1 0:00,23.8,56,15.5,98,15.2,15.5,0.6,1.0,212,1000.7,1000.7,0.0,0,2.3,21.9,0.0,0.0,0.0,512.6,--
2024/7/1 0:04,23.8,56,15.4,98,15.1,15.4,0.1,0.5,344,1000.8,1000.8,0.0,0,1.8,21.9,0.0,0.0,0.0,512.6,--
2024/7/1 0:19,23.8,56,15.1,98,14.8,15.1,0.2,0.5,274,1001.0,1001.0,0.0,0,0.8,21.9,0.0,0.0,0.0,512.6,--
2024/7/1 0:34,23.8,56,15.1,99,14.9,15.1,0.5,0.5,319,1000.6,1000.6,0.0,0,0.0,21.9,0.0,0.0,0.0,512.6,--
2024/7/1 0:49,23.8,56,15.2,99,15.0,15.2,0.5,0.5,298,1001.0,1001.0,0.0,0,0.0,21.9,0.0,0.0,0.0,512.6,--
2024/7/1 1:04,23.7,56,15.2,99,15.0,15.2,0.0,0.0,297,1000.8,1000.8,0.0,0,0.0,21.9,0.0,0.0,0.0,512.6,--
2024/7/1 1:19,23.7,56,15.2,99,15.0,15.2,0.0,0.0,297,1000.9,1000.9,0.0,0,0.0,21.9,0.0,0.0,0.0,512.6,--
2024/7/1 1:34,23.7,56,15.3,99,15.1,15.3,0.6,1.0,269,1001.0,1001.0,0.0,0,0.0,21.9,0.0,0.0,0.0,512.6,--
2024/7/1 1:49,23.7,56,15.4,99,15.2,15.4,0.5,0.5,289,1000.9,1000.9,0.0,0,0.2,22.1,0.2,0.2,0.2,512.8,--
2024/7/1 2:04,23.7,56,15.4,99,15.2,15.4,0.8,1.0,289,1000.7,1000.7,0.0,0,1.3,23.2,1.3,1.3,1.3,513.9,--
2024/7/1 2:19,23.6,56,15.4,99,15.2,15.4,0.1,0.5,321,1000.6,1000.6,0.0,0,2.5,24.4,2.5,2.5,2.5,515.1,--
2024/7/1 2:34,23.6,56,15.4,99,15.2,15.4,0.3,0.5,301,1000.6,1000.6,0.0,0,3.0,24.9,3.0,3.0,3.0,515.6,--
2024/7/1 2:49,23.6,56,15.4,99,15.2,15.4,0.0,0.0,305,1000.6,1000.6,0.0,0,2.8,24.9,3.0,3.0,3.0,515.6,--
2024/7/1 3:04,23.6,56,15.5,99,15.3,15.5,0.2,0.5,310,1000.5,1000.5,0.0,0,3.3,27.0,5.1,5.1,5.1,517.7,--
2024/7/1 3:19,23.6,56,15.5,99,15.3,15.5,0.5,1.0,218,1000.7,1000.7,0.0,0,5.8,30.5,8.6,8.6,8.6,521.2,--
2024/7/1 3:34,23.5,56,15.3,99,15.1,15.3,0.9,1.5,358,1000.7,1000.7,0.0,0,6.1,31.0,9.1,9.1,9.1,521.7,--
2024/7/1 3:49,23.5,57,15.1,99,14.9,15.1,0.4,1.0,33,1000.8,1000.8,0.0,0,5.6,31.0,9.1,9.1,9.1,521.7,--
