Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2023/4/4 13:14,23.1,36,6.4,43,-5.3,5.7,1.4,2.0,6,1015.2,1015.2,592.9,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 13:29,23.1,36,6.5,42,-5.5,5.6,1.5,2.0,342,1014.9,1014.9,592.2,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 13:44,23.1,36,6.9,43,-4.8,6.9,1.1,1.5,16,1015.1,1015.1,591.6,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 13:59,23.0,34,7.3,42,-4.8,6.4,1.7,2.0,334,1014.7,1014.7,586.2,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 14:14,23.0,34,7.5,41,-4.9,6.9,1.4,3.1,27,1014.6,1014.6,577.7,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 14:29,23.0,34,8.3,37,-5.5,8.3,1.0,1.5,330,1014.6,1014.6,565.5,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 14:44,23.1,34,8.4,36,-5.8,8.4,0.6,1.0,347,1014.3,1014.3,550.1,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 14:59,23.0,33,8.0,38,-5.4,8.0,1.3,2.0,325,1014.2,1014.2,536.4,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 15:14,23.2,33,8.6,35,-6.0,7.6,1.9,2.0,341,1013.9,1013.9,519.9,5,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 15:39,23.3,31,9.2,35,-5.5,9.2,0.8,1.0,61,1013.3,1013.3,492.7,4,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 15:54,23.3,31,8.7,35,-5.9,8.7,1.3,1.5,352,1013.3,1013.3,435.9,4,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 16:09,23.4,31,8.9,36,-5.4,8.9,0.7,1.0,342,1013.1,1013.1,420.8,4,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 16:24,23.5,31,9.4,33,-6.1,9.4,0.6,1.0,349,1013.0,1013.0,367.8,3,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 16:39,23.6,30,8.8,34,-6.2,7.7,2.1,3.1,354,1012.8,1012.8,355.9,3,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 16:54,23.7,30,9.6,32,-6.3,8.2,2.7,3.6,330,1012.6,1012.6,284.1,2,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 17:09,23.6,28,9.3,34,-5.8,9.3,0.4,0.5,15,1012.5,1012.5,296.0,2,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 17:24,23.6,27,10.4,33,-5.2,10.4,1.3,1.5,354,1012.3,1012.3,258.9,2,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 17:39,23.4,27,10.5,33,-5.1,10.5,0.0,0.0,26,1012.2,1012.2,153.3,1,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 17:54,23.1,27,9.2,33,-6.2,9.2,1.0,1.0,354,1012.2,1012.2,116.4,1,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 18:09,23.1,28,9.2,34,-5.8,9.2,0.4,1.0,16,1012.1,1012.1,83.9,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 18:24,22.9,29,8.8,32,-7.0,8.8,0.7,1.0,13,1012.1,1012.1,44.8,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 18:39,22.7,30,8.6,36,-5.6,8.6,0.4,0.5,346,1011.9,1011.9,40.8,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 18:54,22.7,31,8.1,40,-4.7,8.1,0.1,0.5,36,1011.9,1011.9,28.5,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 19:09,22.6,33,7.8,39,-5.3,6.3,2.4,3.1,317,1011.8,1011.8,24.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 19:24,22.5,33,7.4,40,-5.3,5.9,2.2,3.1,322,1011.9,1011.9,19.2,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 19:39,22.3,33,6.9,42,-5.1,6.9,1.3,1.5,326,1011.8,1011.8,13.3,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 19:54,22.1,33,6.5,43,-5.2,6.5,0.4,1.0,352,1011.8,1011.8,7.5,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 20:09,22.0,34,6.0,45,-5.0,6.0,0.3,0.5,353,1011.8,1011.8,2.6,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 20:24,22.0,34,5.9,44,-5.4,5.0,1.5,2.6,333,1011.8,1011.8,0.3,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 20:39,21.9,35,5.0,50,-4.6,5.0,0.1,0.5,34,1011.9,1011.9,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 20:54,21.8,35,4.8,48,-5.3,4.8,0.4,0.5,348,1011.7,1011.7,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 21:09,21.8,36,4.8,51,-4.5,4.8,0.0,0.0,10,1012.0,1012.0,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 21:24,21.7,36,5.6,46,-5.1,5.6,1.0,1.0,333,1012.2,1012.2,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 21:39,21.5,36,5.5,47,-4.9,5.5,0.3,0.5,334,1012.2,1012.2,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 21:54,21.4,36,5.0,49,-4.8,5.0,0.6,1.0,344,1012.2,1012.2,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 22:09,21.2,36,4.4,55,-3.9,4.4,0.0,0.0,355,1012.2,1012.2,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 22:24,21.1,37,5.2,50,-4.4,5.2,0.6,1.0,348,1012.2,1012.2,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 22:39,21.0,37,5.2,51,-4.1,5.2,0.4,0.5,345,1012.1,1012.1,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 22:54,20.9,37,5.1,51,-4.2,5.1,0.4,0.5,340,1012.3,1012.3,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 23:09,20.9,37,4.9,51,-4.4,4.9,0.6,1.0,339,1012.2,1012.2,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 23:24,20.8,37,3.8,61,-3.0,3.8,0.0,0.0,357,1012.2,1012.2,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 23:39,20.7,37,3.9,54,-4.6,3.9,0.5,0.5,348,1012.0,1012.0,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/4 23:54,20.6,37,4.5,54,-4.0,4.5,0.0,0.0,350,1011.8,1011.8,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 0:00,20.6,37,4.3,54,-4.2,4.3,0.4,0.5,345,1011.7,1011.7,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 0:09,20.5,38,3.1,63,-3.3,3.1,0.0,0.0,349,1011.7,1011.7,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 0:24,20.5,38,3.4,58,-4.1,3.4,0.0,0.0,348,1011.8,1011.8,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 0:39,20.4,38,2.1,64,-4.0,2.1,0.0,0.0,348,1011.7,1011.7,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 0:54,20.3,38,2.2,61,-4.5,2.2,0.0,0.0,348,1011.4,1011.4,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 1:09,20.3,38,2.3,64,-3.8,2.3,0.0,0.0,347,1011.5,1011.5,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 1:24,20.2,38,2.1,65,-3.8,2.1,0.0,0.0,347,1011.3,1011.3,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 1:39,20.2,38,1.2,67,-4.3,1.2,0.0,0.0,347,1011.3,1011.3,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 1:54,20.1,38,0.5,72,-4.0,0.5,0.0,0.0,347,1011.1,1011.1,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 2:09,20.0,39,0.6,73,-3.7,0.6,0.0,0.0,347,1011.2,1011.2,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 2:24,20.0,39,-0.2,77,-3.8,-0.2,0.0,0.0,347,1011.1,1011.1,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 2:39,19.9,39,-0.6,79,-3.8,-0.6,0.0,0.0,347,1011.0,1011.0,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 2:54,19.9,39,0.1,78,-3.3,0.1,0.3,0.5,329,1010.9,1010.9,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 3:09,19.9,39,1.0,76,-2.8,1.0,0.0,0.0,259,1011.1,1011.1,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 3:24,19.9,39,0.8,76,-3.0,0.8,0.4,1.0,256,1010.6,1010.6,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 3:39,19.8,39,0.8,76,-3.0,0.8,1.3,2.0,200,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 3:54,19.7,39,0.9,74,-3.2,-1.0,1.7,2.0,242,1010.7,1010.7,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 4:09,19.6,39,1.0,74,-3.1,1.0,0.6,1.0,237,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 4:24,19.6,39,0.8,75,-3.1,0.8,0.5,0.5,222,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
2023/4/5 4:39,19.5,39,0.7,78,-2.7,0.7,0.5,0.5,238,1010.5,1010.5,0.0,0,0.0,0.0,0.0,0.0,9.9,155.7,--
