Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2026/2/1 0:00,22.5,42,3.3,98,3.0,3.3,0.0,0.0,18,996.5,996.5,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 0:04,22.5,42,3.4,98,3.1,3.4,0.0,0.0,12,996.6,996.6,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 0:19,22.5,42,2.9,98,2.6,2.9,0.0,0.0,13,996.5,996.5,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 0:34,22.4,42,2.5,98,2.2,2.5,0.0,0.0,12,996.5,996.5,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 0:49,22.3,42,2.0,99,1.8,2.0,0.0,0.0,12,996.8,996.8,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 1:04,22.3,41,1.9,99,1.7,1.9,0.0,0.0,12,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 1:19,22.2,41,2.0,99,1.8,2.0,0.0,0.0,12,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 1:34,22.1,41,2.1,99,1.9,2.1,0.0,0.0,12,996.5,996.5,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 1:49,22.1,41,2.2,99,2.0,2.2,0.0,0.0,12,996.6,996.6,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 2:04,22.1,41,2.1,99,1.9,2.1,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 2:19,22.0,41,2.0,99,1.8,2.0,0.0,0.0,349,996.6,996.6,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 2:34,22.0,41,1.9,99,1.7,1.9,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 2:49,21.9,41,1.8,99,1.6,1.8,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 3:04,21.8,41,1.5,99,1.3,1.5,0.0,0.0,350,996.6,996.6,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 3:19,21.8,41,1.6,99,1.4,1.6,0.0,0.0,350,996.8,996.8,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 3:34,21.7,41,1.9,99,1.7,1.9,0.0,0.0,349,996.8,996.8,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 3:49,21.7,41,1.9,99,1.7,1.9,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 4:04,21.6,41,1.4,99,1.2,1.4,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 4:19,21.6,41,1.3,99,1.1,1.3,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 4:34,21.5,41,1.4,99,1.2,1.4,0.0,0.0,349,996.6,996.6,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 4:49,21.5,41,1.5,99,1.3,1.5,0.0,0.0,349,996.4,996.4,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 5:04,21.5,41,1.0,99,0.8,1.0,0.0,0.0,349,996.5,996.5,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 5:19,21.4,41,0.7,99,0.5,0.7,0.0,0.0,349,996.6,996.6,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 5:34,21.4,41,1.0,99,0.8,1.0,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 5:49,21.4,40,1.3,99,1.1,1.3,0.0,0.0,349,996.6,996.6,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 6:04,21.3,40,1.6,99,1.4,1.6,0.0,0.0,349,996.8,996.8,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 6:19,21.4,40,1.9,99,1.7,1.9,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 6:34,21.5,41,1.9,99,1.7,1.9,0.0,0.0,349,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 6:49,21.7,41,1.9,99,1.7,1.9,0.0,0.0,349,996.6,996.6,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 7:04,21.9,41,2.1,99,1.9,2.1,0.0,0.0,6,996.8,996.8,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 7:19,22.1,41,2.2,99,2.0,2.2,0.0,0.0,20,996.7,996.7,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 7:34,22.2,41,2.2,99,2.0,2.2,0.0,0.0,15,996.8,996.8,0.0,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 7:49,22.1,41,2.0,99,1.8,2.0,0.0,0.0,12,996.9,996.9,0.2,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 8:04,22.3,41,1.8,99,1.6,1.8,0.0,0.0,3,996.8,996.8,1.7,0,0.0,1.8,0.0,15.0,0.0,38.6,--
2026/2/1 8:19,22.3,43,2.0,99,1.8,2.0,0.0,0.0,357,996.8,996.8,4.5,0,0.0,0.0,0.0,15.0,0.0,38.6,--
