Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2025/6/1 0:00,23.7,60,17.5,97,17.1,17.5,0.1,0.5,357,1004.5,1004.5,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 0:09,23.7,60,17.6,96,17.0,17.6,0.0,0.0,357,1004.3,1004.3,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 0:24,23.6,60,17.4,96,16.8,17.4,0.0,0.0,351,1004.1,1004.1,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 0:39,23.6,60,17.1,97,16.7,17.1,0.0,0.0,351,1003.9,1003.9,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 0:54,23.5,60,17.1,98,16.8,17.1,0.0,0.0,350,1003.8,1003.8,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 1:09,23.5,60,17.2,98,16.9,17.2,0.0,0.0,347,1003.5,1003.5,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 1:24,23.5,60,17.1,98,16.8,17.1,0.0,0.0,348,1003.2,1003.2,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 1:39,23.4,60,16.8,98,16.5,16.8,0.0,0.0,347,1003.3,1003.3,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 1:54,23.4,60,16.9,99,16.7,16.9,0.0,0.0,348,1003.2,1003.2,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 2:09,23.3,60,16.9,99,16.7,16.9,0.0,0.0,348,1003.0,1003.0,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
2025/6/1 2:24,23.3,60,16.8,99,16.6,16.8,0.0,0.0,347,1003.2,1003.2,0.0,0,0.0,24.9,0.0,36.8,0.0,227.1,--
