Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(m/s),Böe(m/s),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2023/6/1 0:00,23.2,46,15.0,73,10.2,15.0,0.0,0.0,349,1008.5,1008.5,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 0:05,23.2,46,14.7,75,10.3,14.7,0.0,0.0,350,1008.5,1008.5,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 0:20,23.2,46,14.3,75,9.9,14.3,0.0,0.0,350,1008.6,1008.6,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 0:35,23.1,46,14.4,74,9.9,14.4,0.0,0.0,349,1008.6,1008.6,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 0:50,23.1,46,14.5,74,10.0,14.5,0.0,0.0,349,1008.4,1008.4,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 1:05,23.1,46,14.1,74,9.6,14.1,0.0,0.0,342,1008.6,1008.6,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 1:20,23.0,46,14.0,75,9.6,14.0,0.0,0.0,342,1008.4,1008.4,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 1:35,23.0,46,14.2,75,9.8,14.2,0.1,0.5,341,1008.5,1008.5,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 1:50,22.9,46,13.8,75,9.5,13.8,0.0,0.0,341,1008.6,1008.6,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
2023/6/1 2:05,22.9,46,14.1,75,9.7,14.1,0.0,0.0,229,1008.7,1008.7,0.0,0,0.0,0.0,0.0,0.0,0.0,260.1,--
